,team_idx,team
54821,5811,Autotodo Carballiño
54826,5812,Fos Olympique Club
54835,5813,Eeg/Uminho
54839,5814,Mcg - Movimento De Cidadãos Por Gaia
54887,5815,Afurada Team
54901,5816,Dutch Runners
54910,5817,Faneca Brava
54911,5818,Triatlón Mar De Vigo
54912,5819,Jogos Santa Casa
54921,5820,Pmr/Confraria Do Asfalto
54922,5821,Duv
54927,5822,I Have The Power
54931,5823,Passatempo Edp - 100 Limites Trail Team
54939,5824,Lis Running Cpa
54964,5825,Sintrenses
54972,5826,5 Tårns Motion
54982,5827,A.A.C.
54996,5828,Passatempo Edp - Kemedo
55000,5829,Prorunner
55005,5830,Nosportlimit
55007,5831,Emsapor
55021,5832,Homo Malus Maratonianus
55023,5833,Figueirakayakclube
55030,5834,A. A. Lebres Do Sado
55041,5835,Los Peregrinos
55043,5836,Clube Ferroviario De Portugal
55071,5837,Emforça - Spem
55080,5838,Lyceefrançaisinternationaldeporto
55087,5839,S L Hospitaliers Toulon
55102,5840,Grupo Dramatico E Recreativo Da Retorta
55112,5841,A.C.D. Sao Joao Da Serra
55119,5842,União Desportiva De Várzea
55128,5843,Cas - Centro Atletismo De Seia
55132,5844,Usp Commentry Athletisme
55135,5845,F.C. Penafiel
55138,5846,Dr. Merino/Nutrifit
55139,5847,Jobra-Associação De Jovens Da Branca
55142,5848,Complutum Triatlón
55147,5849,Associação 20 Km Almeirim
55154,5850,Cr Amieirinhense - M.ª Grande
55160,5851,Maraton Rioja
55163,5852,Fiães Sport Club
55164,5853,Casa Benfica Torres Vedras
55165,5854,N.A.Z.Aboboda
55167,5855,Dci/Ccdrp-Mealhada
55170,5856,Monte Figo
55173,5857,Grupo Dramático Recreativo Retorta
55176,5858,Watford Harriers
55177,5859,Rando Running Bourgoin
55183,5860,Loches
55185,5861,Arc - Escola Atletismo Coimbra - Jpaiva
55189,5862,Vsk Noskrien Rieksti
55191,5863,Tondela Runners
55194,5864,Aos Pares
55196,5865,Nomeiodonada
55197,5866,Synergie
55198,5867,Guarda Runners
55202,5868,Team2012.At
55209,5869,Fisioveralemos
55210,5870,Liberty Seguros - Liberty Seguros - Team Lantemil
55215,5871,Neochim Ag
55216,5872,Navr - Nucleo De Atletismo De Vila Real
55223,5873,Juventude Ilha Verde
55224,5874,Vale De Cambra
55239,5875,Phanos Amsterdam
55241,5876,Dci-Ccdrp Mealhada
55242,5877,Bractwo Biegaczy Zielona Gora
55243,5878,Clubes Atletismo Cambados
55246,5879,Caixiansel
55249,5880,Gdr Granja - Trutas Do Mau
55251,5881,Club Atletismo Cambados
55253,5882,Clube Desportivo Areias De São João
55256,5883,Liberty Seguros - Liberty Seguros - Maia Ac
55259,5884,Barcelos Team Portugal
55261,5885,Club Triatlon Bomberos Valladolid
55263,5886,Club Maratón De Badajoz
55270,5887,Uselite
55272,5888,Dci / Ccdrpedrulha - Mealhada
55274,5889,Furões Do Alentejo
55275,5890,Irmandade Da Bike
55277,5891,Grupo Dramatico Recreativo Retorta
55280,5892,Adidas Runners Bir-Hakeim
55281,5893,Las Groulos Longagnos
55283,5894,Hnnp
55284,5895,265
55289,5896,Clube Futebol Os Belenenses
55295,5897,Do Sofa Ate A Maratona
55296,5898,Delcampo Creative Consulting
55303,5899,Metro 2011
55305,5900,Crds Santiago
55310,5901,Liberty Seguros - Liberty Seguros - Viana Trail
55311,5902,Figueiredo`S Runners & Friend`S
55314,5903,Amcf – Arrábida Trail Team
55321,5904,Nasc - Nossa Srª Da Conceição
55324,5905,Grupo De Bombos ´´Ós Cordovenses´´
55328,5906,Run4exellence
55329,5907,Allsport
55333,5908,Clube Oriental De Pechão
55335,5909,Escola De Atletismo De Coimbra/Jpaiva
55340,5910,Go!Runners
55345,5911,Barbus Atletismo
55347,5912,G D Os Ribeirinhos
55349,5913,Bugallas Mobles & Víctor Pazos Club
55357,5914,Dolce Furadouro
55359,5915,Acr De Vale De Cambra
55361,5916,Niverfix Running Team
55364,5917,Cmcd Vvr
55373,5918,Go! Runners
55378,5919,Don Marco / Senginor
55379,5920,Dar Recardaes
55380,5921,Asc Vale Grande
55385,5922,Estamos Perdidos
55387,5923,Oralklass Amigos Do Trail
55390,5924,Os Morcões
55391,5925,C.D. Ria De Arousa
55403,5926,Bando Dos Trilhos E Tralhos
55406,5927,Atibá
55407,5928,Grupo Desportivo Gafanha
55413,5929,Nac Núcleo De Atletismo De Cucujães
55416,5930,Tabata
55418,5931,Unidos À Super Bock
55423,5932,Arsm - Associação Recreativa De S. Miguel
55437,5933,Os Braguinhas Atletismo
55450,5934,Gulbenkian
55454,5935,Ourivesaria Vasconcelos - Vizela
55464,5936,Impropia Orsay
55471,5937,Alcala Maraton
55476,5938,Murakami Team
55477,5939,Hf Treinamento Esportivo
55480,5940,Braguinhas Runners
55487,5941,C.A.S.P.A. - Clube Amador Só Para Atletismo
55488,5942,Os Falta D'Ar
55491,5943,Vidaativarunners
55492,5944,Gaia Trail | Multipower
55494,5945,Bússola - Vendas Novas
55502,5946,Clube Montanha Alto Trilho - Javalis
55505,5947,Adn Runners-Telmo Peluqueros F.C.
55512,5948,Tsunami Team
55515,5949,Atletica Valle Brembana
55521,5950,Cavalos Templários
55528,5951,Zimbra Fox Runners
55544,5952,Liberty Seguros - Liberty Seguros - Not Run Alone
55562,5953,Club Atletismo Porriño
55564,5954,F .C.Estrelas Susanenses
55570,5955,Runner´S Do Demo
55571,5956,Pereira Da Cunha S.A
55575,5957,Clube 4 Estilos
55594,5958,Ccd Renault Cacia
55597,5959,Sporttravel Estonia
55600,5960,Vitalis  - Vitalis  - Varzim Sport Club
55604,5961,Vigorunners
55606,5962,Glenic Sport Nature
55610,5963,San Antonio Palencia
55616,5964,Quase Atletas
55624,5965,Im Wald Läuft´S
55628,5966,Hrc
55633,5967,Edp - Expotel - 2
55642,5968,Api Moutarusso
55656,5969,Achims Laufgruppe
55666,5970,Acma Btt
55676,5971,3h08
55680,5972,Wolf Runners
55684,5973,Escola De Ateletismo Fernanda Ribeiro
55687,5974,Casa Doce
55693,5975,Castêlo
55695,5976,Crp-Ribafria
55702,5977,Pontevedra
55704,5978,Eutreino
55713,5979,Endurance Team Mouscron
55717,5980,Superfraquinhos/Pt Running Team
55719,5981,Club Maraton De Badajoz
55725,5982,Liz Runners
55742,5983,"Marques & Filho, Lda"
55771,5984,Beatyourlimit!
55774,5985,Ponteseca Trail
55776,5986,Alive Fitness Club
55779,5987,Cerdos Salvajes
55784,5988,Recreo Runnig
55785,5989,Centro Ciclista Gondomar
55786,5990,Os Rotos
55795,5991,Rainhaclub
55796,5992,Aztrail
55798,5993,Ganha Dores
55802,5994,C.A.R.Marisqueiro
55805,5995,Pegada Tavira
55811,5996,Piratas Das Montanhas
55816,5997,100 Km Blogue
55824,5998,5 Cascine Running
55833,5999,Bottwartal-Marathon
55838,6000,Absantrunners
55852,6001,Aron Ianis Noah
55855,6002,Ubi /Leões Da Floresta
55861,6003,Clube Pessoal Edp - Lisboa
55863,6004,Gdctin Casa Da Moeda
55870,6005,Moinhos D'Aventura
55873,6006,Morcego
55884,6007,+Musica
55887,6008,Fresh Linguas
55891,6009,Rokietnica Biega!
55893,6010,G.D.Leões Da Guarda
55904,6011,Frezite
55906,6012,Sport Clube União Torreense
55908,6013,Grupo Desportivo Estoril Praia
55909,6014,Bismack
55911,6015,La Cañada La Roda
55912,6016,"Ccd  - Renault, Cacia"
55923,6017,Team Otc Societa' Sportiva Dil
55937,6018,Team Rede Ambiente
55938,6019,Aacb-Sd
55943,6020,Runners Reguengos
55960,6021,Adllustosa
55962,6022,Centro Municipal De Marcha E Corrida Águeda
55972,6023,Grupo Desportivo Leoesde Veneza
55973,6024,Club Do Stress
55976,6025,Altafit Gim Club
55977,6026,Correr Para Morfar
55985,6027,Pacto_Cycling
55986,6028,Botelho
55999,6029,Lauffreunde Lasker
56014,6030,Novo Banco
56018,6031,Afcf
56024,6032,Liberty Seguros - Liberty Seguros - Victor Sousa
56025,6033,Brotherinrace
56029,6034,Yuyu40
56031,6035,Sport Zone - Sport Zone - Elacorrecomeles
56035,6036,Exército - Comando Do Pessoal
56037,6037,Www.Qbv.Pt
56043,6038,Acl Filandros
56044,6039,Filandros Lefkada-Greece
56046,6040,Tiago Cadete - Living / Armazém Do Fitness
56066,6041,Gelpeixe
56069,6042,Os Pupilos Do Zé Tó
56072,6043,Hospital Santa Maria Porto-Brasinhas-Adrulsm
56073,6044,Loopgroep Meers
56078,6045,Correcorre
56090,6046,Ginásio Fit4fun
56109,6047,Vet+Saúde
56118,6048,Ccd- Renault Cacia
56122,6049,Edv - Viana Trail
56124,6050,Club Running Ensanche Alcalá De Henares
56126,6051,Santarunning
56127,6052,Grupo Cultural Recreativo De Alvarelhos
56158,6053,Domoweb
56159,6054,Trotones
56161,6055,Palmarunners
56164,6056,Silvarunners
56180,6057,Clube De Triatlo Do Fundão
56183,6058,Arsm Associação Recreativa De São Miguel
56185,6059,Gerilla Löparna
56197,6060,Carrasco & Amigos
56211,6061,Guilhovai
56218,6062,Clube Triatlo Fundão
56226,6063,Paris Team
56240,6064,Irun
56247,6065,Courir Ensemble Sncf
56250,6066,«Maduro Atletics«
56253,6067,Bando Dos Trilhos E Tralhos Associação Betetista
56258,6068,Saint Gregoire Triathlon
56264,6069,Homens De Ferro
56266,6070,Rctravel
56272,6071,Bin
56281,6072,Bruno Ferreira - Fisioterapia
56323,6073,Maresia Bar
56325,6074,Açoreana Seguros
56327,6075,Dr.Merino/Nutrifit
56338,6076,Lasurena
56350,6077,Liberty Seguros - Liberty Seguros - Oralklass-Amigos Do Trail
56354,6078,Lampsi
56361,6079,Kpk 24/7
56363,6080,Scopias
56370,6081,Nenhuma
56378,6082,Serigrafia Ayala
56392,6083,Snecma Sports Gennevilliers
56399,6084,Pato Blanco Celanova
56417,6085,Vida Ativa Renneres
56419,6086,Vsk Noskrien
56428,6087,White Runing Team
56442,6088,Blue Team
56451,6089,Powerade - Tartarugas Solidárias
56467,6090,Clube Desportivo Moitense
56468,6091,Nascidos Para Correr Associação Desportiva
56469,6092,Intertrofaruners
56470,6093,Os Metralhas Btt Running
56480,6094,Acrm Silveirinha Claras
56485,6095,O Porto British School
56487,6096,Vila Pouca De Aguiar
56495,6097,Arc - Escola Atletismo Coimbra
56500,6098,Cães D`Avenida
56503,6099,Correr Em Évora
56506,6100,Gd Novo Banco
56532,6101,Grupo Desportivo Chelas
56535,6102,Gvsports
56538,6103,We Run Bue
56541,6104,Olimpo
56562,6105,Pote 1
56565,6106,Gdc Castelo De Paiva
56575,6107,Training Lab By Bruno Gonçalves
56583,6108,Bikemania Famalicão
56584,6109,Asics - Braguinhas Runners
56601,6110,#Getoveryourself
56602,6111,Hospital Santa Maria Porto-Adrulsm-Brasinhas
56611,6112,P&Pas Bike Team
56614,6113,Offtel
56619,6114,Asics - Asics
56622,6115,Walcourse
56624,6116,Lsok
56629,6117,Team Ventil
56633,6118,Pote1
56635,6119,Crocodilos / Mister Pc
56639,6120,Came Ame
56640,6121,Maximus Team
56658,6122,Licores Do Zé
56664,6123,Losada Team
56667,6124,Grupo Desportivo Da Gafanha
56671,6125,Garrapucho
56672,6126,Thomson Reuters
56673,6127,Nascidos Para Correr-Associação Desportiva
56674,6128,Clube Triatlo Das Donas
56677,6129,3h40´
56692,6130,A.D.C.Perre
56697,6131,Hero
56712,6132,Athletics Fisioterapia San Lazaro
56744,6133,Cabritos Do Monte
56747,6134,Team Famalicão
56749,6135,Atc - Associação Triatlo De Caminha
56759,6136,Us Carmaux Athlétisme
56770,6137,Santander Totta
56772,6138,"Ccd-Renault, Cacia"
56796,6139,Adcr Policia Judiciaria
56803,6140,Icoach
56827,6141,"C. C. D. ""O Alvitejo"""
56834,6142,Ca Óbidos
56836,6143,Fast
56842,6144,2fitu
56845,6145,Runners Da Frente Ribeirinha Da Povoa De Santa  Ir
56850,6146,Grcd Leião
56869,6147,Road Runners Club Milano
56878,6148,Unicer - Unicer - Carlos
56891,6149,Olly's Runners
56895,6150,Drive N' Ride
56902,6151,Liberty Seguros - Liberty Seguros Lousada Runners
56923,6152,Nexplore - Dbr / Dut / Mq
56924,6153,Swisslife Sportclub
56927,6154,Regua
56929,6155,Av Fortuna
56932,6156,Joggingclub Peulis
56936,6157,Runner Da Frente Ribeirinha Da Póvoa De Santa Iria
56940,6158,Balau Runners
56946,6159,Blovstroed Denmark
56947,6160,"Grupo Desportivo ""Os Ribeirinhos"""
56958,6161,Clube Atletismo De Ovar
56959,6162,Akv Bratislava
56967,6163,"Trailistas""Eu E Que Sei!"""
56969,6164,M.E.D.O.
56970,6165,Associação Lebres Do Sado
56982,6166,Brabant
56988,6167,Km 0 Ponent
57006,6168,Celtic
57011,6169,Actioncoach
57019,6170,Adaf - Ewoks Runners Team
57041,6171,Tiago_Rita
57042,6172,Gaiabike
57056,6173,Cosmicos Logistica
57068,6174,Varzim Sc
57078,6175,Equilibra Running Team
57098,6176,Palmeira Runners
57103,6177,Marines
57107,6178,Centro Investigación Del Cáncer De Salamanca
57109,6179,Cic
57110,6180,3h 27m
57120,6181,Coimbra Trailrunning
57125,6182,Gbl
57128,6183,É Agora Ou Nunca
57130,6184,A+
57131,6185,Usf Cruz De Celas
57144,6186,Maia Trail
57175,6187,Crocodilos
57186,6188,Dci Ccdrp Mealhada
57187,6189,Stadion Slaski
57190,6190,Trocópasso
57211,6191,Ori Mondego
57212,6192,Lèna
57213,6193,Fif4fun
57215,6194,Aguardente
57224,6195,Luz E Vida Gondomarense (Arlvg)
57235,6196,Running.Es
57244,6197,Roto Sports Athlétisme
57245,6198,Os Galgos De Tancos
57271,6199,Rock'n'Roll Running Team
57282,6200,Clube Montanhismo Guarda
57287,6201,Corrida No Ar
57301,6202,Cbc Runners
57305,6203,Liberty Seguros - Liberty Seguros - Viana Running
57308,6204,C.C.D.T.C.M.Gondomar
57322,6205,Club Atlético Mokay
57343,6206,Hilti Running Team
57352,6207,Nice Runners Robbialac
57362,6208,Gáscomb.Pt
57364,6209,Asd Runner Trainer
57365,6210,Hailsham Harriers
57369,6211,Nascidos Para Vencer
57379,6212,Jgb Sokol
57408,6213,A20km
57451,6214,Estrela Campo De Aviação F. C.
57468,6215,Hm Training Group
57479,6216,Cmmc Albergaria-A-Velha E Branca
57480,6217,Amigos Do Descanso
57487,6218,Lazinco
57501,6219,Centro Veterinário De Vilarinho
57502,6220,Conceicao
57510,6221,Kemedo
57514,6222,Runners Da Frente Ribeirinha Da Povoa Santa Iria
57517,6223,Megatucho
57520,6224,Loopsport Zwolle Netherlands
57522,6225,Julia Schiavon
57524,6226,Ccrd Moinho Da Mata
57528,6227,Trimachine
57535,6228,Sozinhos E Acabados
57541,6229,Asics - Asics -
57550,6230,"Bando Dos Trilhos E Tralhos, Associação Betetista"
57555,6231,Adminova
57560,6232,Patyk
57566,6233,Arrosiho Tours 8.2
57570,6234,Club Atlètic Igualada
57578,6235,6 Mat
57585,6236,Popularban
57586,6237,Olavo
57591,6238,Clube Do Sargento Da Armada
57595,6239,Runners De Reguengos
57635,6240,Asics - Asics - Arcorun
57640,6241,Estrela Campo Da Aviação Fc -Covilha
57658,6242,Puxa Por Ti...
57664,6243,Gimnofisico
57688,6244,Team Workout 48
57694,6245,Bieg Piastów/Biegaj W Karkonoszach
57709,6246,Baro
57725,6247,Afcf-Foulayronnes
57737,6248,La Foulee Muroise
57741,6249,Pm
57745,6250,Pko Bank Polski
57756,6251,Unidos A Fresca
57778,6252,Correria
57810,6253,Funfit Ii Boxing Team
57823,6254,Ctf (Clube Triatlo Fundão)
57835,6255,Familia Dias
57853,6256,Ruing Team Chp
57855,6257,Os Pupilos Do Ze To
57858,6258,Pevidem
57861,6259,Porto Runners - Amigos - Invicta Runners Team
57881,6260,Évora Nigth Runners
57898,6261,Casa Benfica Em Abrantes
57912,6262,Bestrunners
57924,6263,Filipe
57931,6264,Trilhos Dos Templários-Acr Santa Cita
57947,6265,Vila Fria
57970,6266,Runners Frente Ribeirinha Póvoa De Santa Iria
57976,6267,Paldi
57984,6268,S&M
57986,6269,Ponto Encontro
58015,6270,Vsk Noskrien Vaveres
58017,6271,Cerveira Team Running
58027,6272,Epic Arrábida Sports
58062,6273,Dar-Recardães
58066,6274,Iogurtes Nutrégi Sem Lactose
58083,6275,Verdepisello Group Milano
58086,6276,Wedo Runners
58111,6277,Extreme Poznan Runners
58115,6278,Urban-Atletas
58119,6279,Nofor Gestion
58121,6280,Clinica Do Bonfim
58138,6281,Century 21 Girault Immobilier
58144,6282,Os Coxos E O Miguel
58147,6283,Isarunners
58151,6284,A D Esmeriz  Running
58153,6285,G.P. Gorgonzola '88
58161,6286,Evora Night Runners
58167,6287,Bikezone Portugal / Btt Seia
58184,6288,"Trailistas ""Eu É Que Sei!"""
58188,6289,Pace Sport Brasil
58201,6290,Oralklasse Amigos Do Trail
58209,6291,H2h
58213,6292,Galfor
58226,6293,Maratonianos De Guardamar
58254,6294,Usf Runners
58262,6295,Cienie Wiatru
58279,6296,Sulfato De Peúga
58292,6297,Atletica Pont Donnas
58294,6298,Zimbra Runners
58300,6299,Belém Runners
58305,6300,Ms Runners
58319,6301,Soutri / Smarket
58333,6302,3b - Samorunning
58345,6303,Nos
58359,6304,Ciclistas Cósmicos - Gislótica
58372,6305,Câmara Lisboa Clube
58373,6306,Carapau De Corrida
58383,6307,Outdouro
58390,6308,Dragões De Ovar
58395,6309,Eu + Ginásio | Lma
58407,6310,Odebrecht Portugal
58418,6311,Unicer - Unicer - No Tomorrow Running Team
58419,6312,Vitalis  - Vitalis  - No Tomorrow Running Team
58421,6313,Ponadsiebie.Pl
58427,6314,Sorrisos Do Trail
58431,6315,Les Big Mecs
58442,6316,Pedro Choy
58456,6317,Cb Moncao
58464,6318,Metralhas
58474,6319,Runacademy
58494,6320,Asc.Vale Grande Atletismo
58499,6321,Asics - Asics - Turbulentos
58511,6322,Peniche@Correr
58516,6323,Staubli Sports
58518,6324,Acw Wambrechies
58519,6325,Club De Atletismo Arroyo
58526,6326,Canela De Ferro
58543,6327,Atc'75
58549,6328,Ade Running
58557,6329,Run Buddy Run
58566,6330,Spasaúde
58567,6331,Villepinte
58573,6332,Szwagier Team
58575,6333,Npcad Nascidos Para Correr
58593,6334,Pereira
58604,6335,Cap
58606,6336,G2a
58613,6337,Comité De Jumelage Millau-Mealhada
58617,6338,Loja Staff
58636,6339,Lusiadaenergia
58644,6340,Amigo Do Calcitrine E Do Voltaren...
58658,6341,Los Fófuxos
58695,6342,Redcom Running Team
58698,6343,Thomsonreuters/Biegamyrazem.Pl
58700,6344,Fkc A-Team
58716,6345,"Bosch Termotecnologia, Sa"
58731,6346,Gre-Bonfim
58734,6347,Budeguita
58737,6348,Alverca Urban Runners
58744,6349,Staubli Sport
58779,6350,Tg Triatlo Sitges
58781,6351,Btra
58785,6352,Gangue Das 6h10
58789,6353,Os'flecha'
58803,6354,T-R-T Monthey
58804,6355,Brussels Triathlon Club
58807,6356,Kpk24/7
58808,6357,Sulnor
58818,6358,Aiiiiiiiadelante Team Tenerife
58827,6359,Run4children/Celtic_Challenge_Crew
58831,6360,Juniper
58835,6361,Edp Gas - Runlovers
58837,6362,Ex-Sedentarios
58854,6363,Baia Do Mar
58897,6364,Tierra Trágame
58909,6365,Juventude Cortegacense
58913,6366,Oporto Marvel Boys
58920,6367,Ponte.
58923,6368,Club Atletismo Diocles
58924,6369,Benavente Vila Hotel
58927,6370,Mountain Byters
58928,6371,Stress
58953,6372,Huncote Harriers
58962,6373,Desafio
58964,6374,Endurancetrio
58977,6375,Eur Roadrunners
58983,6376,A.S.H. De Monte Córdova
58999,6377,Anonymous Sports
59005,6378,Pedziwiatry Hipolitów
59039,6379,Decathlon West
59043,6380,Antena 1
59049,6381,Anag Tennis Team
59061,6382,Farm Africa Team
59086,6383,Asics - Asics - Nascidos Para Correr
59101,6384,Sport Zone - Sport Zone - Invicta Runners Team
59121,6385,Eu+ Ginásio/Lma
59126,6386,Évora Night Runners
59133,6387,Usf Boa Nova
59139,6388,La Recastello
59151,6389,Dci - Ccdrp - Mealhada
59156,6390,Famiglia Bigi-Esposito
59162,6391,Dynamic Duo
59184,6392,Os Bokis
59188,6393,Runners Da Frente Ribeirinha Da Póvoa Santa Iria
59190,6394,Gil Santo
59200,6395,Panard Migro Geneve
59214,6396,Les Trok's
59218,6397,Asas Nos Pés
59266,6398,Ampthill & Flitwick Flyers
59269,6399,Ferroviário De Portugal
59273,6400,Torso De Matos
59283,6401,Belas Clube De Campo
59359,6402,100fôlego
59360,6403,Wildeshauser Lauftreff
59373,6404,Lc Duisburg
59382,6405,Lg Steinlach
59418,6406,Fatlegs
59436,6407,Os Troteiros
59441,6408,Team Liberta
59458,6409,Os Turbomula
59461,6410,Ac Wambrechies
59491,6411,Vida Ativa Barcelos
59493,6412,Punkrock
59496,6413,Ufa
59516,6414,Fundación Theodora
59524,6415,Gangue Maças
59533,6416,Clube Bom Pastor - Assessoria Morone
59548,6417,Jeunesse Cappelloise
59551,6418,Sirocco
59577,6419,Club Peña Trevinca
59579,6420,Walmer Athletics Club
59598,6421,Manols
59604,6422,Parque Health Club Maia
59617,6423,Quakers
59620,6424,Marathon Team Bg
59664,6425,Goif Tjalve
59668,6426,Cad
59670,6427,Orange Poland
59683,6428,Hart Road Runners
59688,6429,Runners Frente Ribeirinha Da Póvoa De Santa Iria
59689,6430,Tomtom
59707,6431,Só Descidas!!
59724,6432,Papa Trilhos Do Caal
59749,6433,Os Caracois De Lisboa
59770,6434,Living Tiago Cadete
59791,6435,Powerade - F & H Runners
59801,6436,Tálento Pr'a Correr Team
59818,6437,Bikes & Bites
59827,6438,Esboif
59830,6439,Nike
59833,6440,Eritreia
59841,6441,Conforlimpa
59854,6442,Estrelas Do Sul
59860,6443,Juv Unida Fornos
59862,6444,A Moinho De Vermoim
59874,6445,Italia
59875,6446,Oliveira
59879,6447,Ciccopn
59884,6448,U D C Argivai
59886,6449,C S Maritimo
59890,6450,Ccd Andrães
59893,6451,N A Joane
59896,6452,C D C Navais
59897,6453,Corre Connosco Felgueiras
59899,6454,A Atlet Mafra
59902,6455,C A Vila Boa Do Bispo
59908,6456,G J Pinheiro Bemposta
59909,6457,A R Briosos Valboenses
59911,6458,Earosa Oliveira
59921,6459,Sp. Lamego
59925,6460,Confraria Tratamontes
59930,6461,C.A.I.O
59932,6462,Gaienses
59933,6463,Jobra-Associação Jovens Da Bra
59938,6464,Turistas Pradendes
59942,6465,Nucleo  Atletismo De Vila Real
59943,6466,Caio
59955,6467,A C D L S Joao Ver
59958,6468,N.A. Vila Real
59960,6469,Moreirense
59961,6470,Choves Running Team
59962,6471,C E N A P
59965,6472,Eurotransmissao-Braga
59971,6473,Santander Totta - Col
59980,6474,Zarzaquemada
59981,6475,Liberdade F. C.
59991,6476,N S Conceição
59993,6477,G Amigos Do Castro
59996,6478,G Amigos Quinta F
60000,6479,Atletismo A Gándara Monforte
60014,6480,C A R Marisqueiro
60019,6481,Maisvida
60034,6482,A C S Banco Pastor
60040,6483,Club Atletismo Tui Thermalia
60062,6484,G D R Juventude Das Ribeiras
60063,6485,Club Pessoal Edp Fafe
60069,6486,Edefacec
60071,6487,Atletica Ozieri
60074,6488,Clube De Futebol Uniao De Lamas
60087,6489,A.C.Alfenense
60090,6490,A. D. De Amarante
60094,6491,G D Limeza Urbana
60099,6492,Indi
60106,6493,Atletismo Noia
60107,6494,Sin Club
60117,6495,G E E
60128,6496,Clube Indepedente De Atletismo De Alpendorada
60131,6497,Praia De Mira
60136,6498,Triatlo Braga
60147,6499,Adcc Constantim
60157,6500,Adro
60189,6501,Meio Mancos
60200,6502,Arlvg
60201,6503,Gre Bonfim
60204,6504,Atletismo Tui Thermalia
60205,6505,Lourocoop
60214,6506,Pato Blanco De Celanova
60222,6507,Ginasio Fit E Fun Coimbra
60230,6508,S. C. Sergio
60235,6509,Bosch - Aveiro
60236,6510,Atletismotui
60262,6511,A C D Lavandeira
60271,6512,Popularban Atletismo
60281,6513,Acra - Arrifaninha
60302,6514,Amarante Running
60313,6515,Clube Pessoal Águas Gaia
60320,6516,Promofitness
60331,6517,A Atle De Grijo
60357,6518,A Os Amigos De Grijo
60360,6519,Núcleo Atletismo De Cucujães
60361,6520,Campos Team
60399,6521,Ourense Atletismo
60401,6522,Equipa Espiral
60403,6523,E S Lousada
60409,6524,Machado E Amigos
60417,6525,Ginasio Fit E Fun Vale Cambra
60419,6526,Amigos Do Rui
60427,6527,Caldas Sport Club
60428,6528,Hlm-Femab
60435,6529,Sem Treinos
60440,6530,Nsleoesfronteira Vilar Formoso
60461,6531,Clube De Gaia
60474,6532,Os Fugitivos
60483,6533,Ginasio C F
60486,6534,Ginásio Fitness Work Da Lionesa
60491,6535,C F Uniao De Lamas
60531,6536,"« Os Falta D,Ar »"
60586,6537,Recreio Desp Agueda
60589,6538,G D Leoes Da Guarda
60590,6539,Ndrive
60598,6540,G C F
60599,6541,C C D
60616,6542,Ourense Atletismo-Academia Po
60618,6543,S.Salvador
60660,6544,Associação Academica Coimbra
60717,6545,Uniao Lamas
60761,6546,Pinto Soares
60766,6547,Com Clube Orientação Minho
60769,6548,N Montanha Espinho
60777,6549,Clube Desportivo União Lamas
60802,6550,Sp Lamego
60830,6551,Asd Atletica Ozieri
60863,6552,Acrev
60867,6553,Nevesfc1938duatlo
60947,6554,Beariz Triatlón
60957,6555,Os Papa Leguas
60973,6556,C S Campinas
60997,6557,G R Gaviao
61011,6558,Praças Armada
61023,6559,Virgin Active Clube Do Corredor
61089,6560,C D Estreito
61117,6561,Associação 20km De Almeirim
61145,6562,E.A.Majadahonda
61181,6563,Centro De Estudos - Bloco De Notas
61196,6564,Gira Sol - Ramos Catarino
61216,6565,C A Matosinhos
61220,6566,F.C. Lamas
61234,6567,Amigos Parque Paz
61256,6568,Monte Acuto Marathon
61268,6569,Stress Attack
61285,6570,Olhar Encantador
61292,6571,S. P. Oleiros
61296,6572,Link
61334,6573,Os Papaleguas C.A
61357,6574,A A Grijo
61393,6575,Ca Avintes
61447,6576,Wells
61559,6577,Santander Totta - Vip
61615,6578,Cansadas Do Porto
61778,6579,Adas O Barco
61862,6580,Sportstudio Santos
61872,6581,Nice Mesp
61892,6582,Albuquerque
61919,6583,Regimento Eng Nº3
61983,6584,Academica Sao Mamede
62088,6585,Sst S. João Madeira
62134,6586,Sporting Clube Da Cruz
62171,6587,Sabor Autentico Sc
62231,6588,"Comporto, Sa"
62304,6589,Prisfar
62358,6590,C N I D H
62413,6591,Ccd Policia Jud Coimbra
62471,6592,Centro Vegetariano
62487,6593,Ardp
62508,6594,Veteranos Do Porto
62621,6595,"Eb 2,3 De Lousada"
62739,6596,Montepio Geral
62757,6597,2º Bat Caçadores
62812,6598,Amigos De Paranhos
62879,6599,Federação Angolana Atletismo
62884,6600,G D R Retorta
62885,6601,G D R Reboleira Gdf - Continente
62893,6602,Arc Aguias De Alvelos
62901,6603,G D C Guilhovai
62903,6604,Fluvial Triathlon C.F.P.
62907,6605,G D Tres Santos Populares
62913,6606,Udargivai
62920,6607,N A Vila Real
62922,6608,C C D Gondomar
62925,6609,Gdr Figueiras - Marinha Grande
62936,6610,Fisioterapia No Desporto
62940,6611,Sc Regua
62944,6612,Inatel - Coelima
62948,6613,Inatel
62949,6614,Club Alejandro Gomez
62958,6615,Sira
62963,6616,Gaienses/Toyota
62966,6617,U F T - Entre-Os-Rios
62970,6618,Clube Millenium Bcp - Norte
62989,6619,Desp. Atlet. Recardães
62994,6620,Ginasio Clube De Bragança
63001,6621,V.S.C
63003,6622,Alunos Meirim F C
63026,6623,N S S Miguel
63049,6624,Smas - Casa Dos Trabalhadores
63050,6625,Ginasio Clube Sto Tirso
